event_description,location_description,location_accuracy,landslide_trigger,landslide_size,landslide_setting,landslide_category,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_population,rain,earthquake,downpour,snow,other,small_scale,medium_scale,large_scale,home_destroyed,mudslide,landslide
Nozimov said dozens of residents of the village of Yakabedi are trapped in their houses and covered by mud.,"Yakabedi, Faizabad district",5km,unknown,medium,natural_slope,mudslide,10.0,0.0,nan,nan,nan,glc,7184.0,Tajikistan,TJ,18122.0,0,0,0,0,0,0,1,0,0,1,0
"Heavy rains brought by a typhoon triggered landslides in southern China that buried homes and vehicles and killed at least 15 people, as the number of dead or missing from recent flooding in the country surged past 200. Nine people were reported killed in Hunan province and six in Guangxi, where vehicles were covered in mud and rocks along a mountain highway, local flood control offices said.","The Wuping Highway Linking Wuxuan And Pingnan Counties, Guangxi",50km,tropical_cyclone,large,unknown,landslide,6.0,0.0,Utor,nan,nan,glc,5344.0,China,CN,71066.0,0,0,0,0,1,0,0,1,1,0,1
"monsoon rains caused extensive flooding and landslides in Northern area, hillslope collapsed and crushed many houses and people in the local market in Shimla","Rohru,Theog and Chopal sub-divisions, Shimla, Himachal Pradesh",10km,downpour,large,unknown,landslide,38.0,0.0,nan,nan,nan,glc,797.0,India,IN,173503.0,1,0,1,0,0,0,0,1,0,0,1
"An 11-year old boy died while his younger cousin was hurt when they were buried in a landslide in Barangay 3, Lipa City on Saturday evening, police said.  According to reports, the 2 boys were playing on top of a concrete fence near a creek along TM Kalaw Street when it suddenly collapsed around 4:30 p.m., subsequently burying the victims.","TM Kalaw Street, Barangay 3, Lipa City",5km,unknown,medium,above_river,landslide,1.0,1.0,Collapsed retaining wall,nan,nan,glc,2019.0,Philippines,PH,212287.0,0,0,0,0,0,0,1,0,0,0,1
"A VIOLENT storm hit Latin America's biggest city of Sao Paulo overnight, leaving five people dead and four others missing and adding to a summer toll that now stands at 55 dead, according to reports.  At least four of those killed overnight, including three children, died in landslides in the Brazilian city, the news website Globo reported.",Sao Paulo City,25km,downpour,medium,urban,landslide,5.0,0.0,nan,nan,nan,glc,1428.0,Brazil,BR,10021295.0,1,0,1,0,0,0,1,0,0,0,1
"A mudslide has struck a bus and a smaller passenger vehicle on a mountain roadway killing at least 21 people and injuring 27 others in Bolivia, say media reports. Local Police Col. Clemente Silva said Tuesday that the mud slid loose on Monday as the vehicles travelled along the roadway near the community of Caranavi, about 100 kilometres (62 miles) north east of the Capital of La Paz. The bus was pushed about 50 meters (165 feet) down into a deep ditch, and the smaller vehicle, built for 12 passengers, was practically buried in mud. Silva says the injured are being taken to nearby hospitals and the number of victims could rise as rescue work continues Tuesday. Residents say it has rained in the subtropical zone in recent days.",Caranavi,25km,rain,medium,unknown,mudslide,21.0,27.0,nan,nan,nan,glc,5551.0,Bolivia,BO,2361.0,1,0,0,0,0,0,1,0,0,1,0
"a huge amount of mining debris collapsed, engulfing the homes of some miners.It is unclear what triggered the landslide in the region",Phar Kant Jade Mining,10km,unknown,large,unknown,landslide,104.0,100.0,nan,nan,nan,glc,9365.0,Myanmar [Burma],MM,90894.0,0,0,0,0,0,0,0,1,1,0,1
"Four people were injured when a passenger train running between Skopje and Kicevo derailed close to the village of Lakavica, municipality of Gostivar, Macedonian Sitel television station reports.  The reason for the incident is a landslide on the tracks. The engine driver says he noticed branches on the tracks seven kilometers away from the railway station from Gostivar to Kicevo and started reducing the train speed, but did not manage to avoid the collision. The locomotive derailed while the carriages transporting the passengers remained on the tracks.",train tracks 7 km from Gostivar to Kicevo,5km,downpour,medium,above_road,landslide,0.0,4.0,nan,nan,nan,glc,1574.0,Macedonia,MK,3629.0,1,0,1,0,0,0,1,0,0,0,1
"Two persons were killed and hundreds displaced in landslides following incessant rains across the country on Tuesday. According to our correspondent from Dadeldhura, two persons were killed and four injured in two separate incidents of landslide in the district. Naru Damai, 45, of Asigram-9 Bhetagaun was buried under the rubble of her house, which collapsed after the landslide.","Asigram-9 Bhetagaun, Dadeldhura",25km,downpour,medium,unknown,landslide,1.0,0.0,nan,nan,nan,glc,1101.0,Nepal,NP,23416.0,1,0,1,0,0,0,1,0,0,0,1
At least 500 people were left stranded after a landslide blocked a highway in Uttarakhand on Saturday.,Gangotri highway,50km,continuous_rain,medium,above_road,rock_fall,0.0,1.0,nan,nan,nan,glc,7391.0,India,IN,17123.0,1,0,0,0,0,0,1,0,0,0,0
"At a stage, the mud from nearby dam slided on them. Later, the locals recovered their bodies from under the mud",Ujirpur barrage 3 under Shibchar upazila in Chapainawabganj,25km,dam_embankment_collapse,small,above_river,mudslide,2.0,0.0,nan,nan,nan,glc,7134.0,Bangladesh,BD,142361.0,0,0,0,0,0,0,0,0,0,1,0
"A woman died after being hit with a stone falling from hills above in Munsiyari block of Pithoragarh district, the eighth victim of landslide in the border district this rainy season.",Sandrathi village of Munsiyari block of Pithoragarh district,1km,monsoon,small,natural_slope,rock_fall,1.0,0.0,nan,nan,nan,glc,7227.0,India,IN,7331.0,1,0,0,0,0,0,0,0,0,0,0
"In the worst disaster, a mudslide surged into a community in Chiapas state Wednesday, killing 16 people and injuring 13, while another avalanche claimed three lives in the nearby town of Angel Albino Corzo, federal officials said. The area was battered by the remnants of a hurricane one week and a tropical storm the next. Oaxaca state's Civil Protection operations coordinator, Luis Marin, said the state had seen three days straight of intense rain. The state government warned residents south of the city of Oaxaca of flooding from overflowing rivers and opened shelters in other parts of the state.","Amatan, Chiapas",5km,tropical_cyclone,large,unknown,mudslide,16.0,0.0,Hurricane Karl and Tropical Storm Matthew,nan,nan,glc,2520.0,Mexico,MX,3947.0,0,0,0,0,1,0,0,1,0,1,0
"Three persons, including a five-year-old girl, were killed and ten others injured when a massive landslide triggered by rains swept away a building at Chhinga Veng locality here, police said. Besides a five-year-old girl, her grandmother and a 23-year-old woman were also killed when the building, occupied by four families, collapsed and swept away by the landslide, they said.","Chhinga Veng, Aizawl",5km,downpour,medium,urban,landslide,3.0,0.0,nan,nan,nan,glc,1222.0,India,IN,265331.0,1,0,1,0,0,0,1,0,0,0,1
"A woman was buried alive in Piyali Phukan Nagar in the city when the guard wall of her house collapsed after a landslide. No one else from her family was injured.The rescue official said Rukia's house was located just on the edge of a hill. ""After almost three hours of wroking through the debris, Rukia's body was found,"" an official of the rescue team said. The victim was identified as Rukia Khatun.The incident occurred around noon on Wednesday.Though an operation to extricate her began soon, she could not be saved. Around 120 families have been relocated and more than 50 others have been asked to shift.","Piyali Phukan Nagar, Guwahati, India",5km,downpour,medium,natural_slope,mudslide,1.0,0.0,nan,http://timesofindia.indiatimes.com/photo/52879646.cms,nan,glc,8222.0,India,IN,899094.0,1,0,1,0,0,0,1,0,0,1,0
"An unspecified number of people are feared trapped after a large piece of rock, estimated to measure about 150 metres, broke off a hillock and crashed down on a stretch of the national highway connecting Sikkim with Bengal. One body was recovered and three injured persons were rescued had been rescued till 8.30 am, officials said. “Three persons have been rescued including two boys. A body of a truck driver has been recovered. It is suspected that two more may be trapped in the debris. Rescue teams are working,” said the Amit P Javalgig, the district police superintendent. The incident happened between 5 am and 5:30 am on Thursday. It was not possible to ascertain immediately how many vehicles or people might be buried under the landslide which took place at Bhotebhir on NH10, about 1 km from Rangpo which marks the Bengal-Sikkim border. It is 75 km from Siliguri in West Bengal. NH10 is the only major road that connects Sikkim with the rest of the country and all movement of tourists, m",NH10 in Rangpo,1km,unknown,medium,above_road,rock_fall,1.0,5.0,nan,nan,nan,glc,9215.0,India,IN,4026.0,0,0,0,0,0,0,1,0,0,0,0
"One-year old child Sunday died when a car, in which he was travelling along with his family, was struck by a landslide at Seri in Ramban along Jammu-Srinagar National Highway, while continued to remain closed and traffic remained suspended in the wake of landslides, triggered by rains, occurring at several places in Batote-Banihal sector.",Seri in Ramban along Jammu-Srinagar National Highway,1km,continuous_rain,small,above_road,landslide,1.0,0.0,nan,nan,nan,glc,7195.0,India,IN,7317.0,1,0,0,0,0,0,0,0,0,0,1
a child of less than 5 years died when a house was buried,"Las Lajas, Comayagua",10km,continuous_rain,medium,unknown,landslide,1.0,0.0,nan,http://www.radiohrn.hn/l/sites/default/files/styles/internas/public/casa_16.jpg?itok=WupX6mpE,nan,glc,7455.0,Honduras,HN,4673.0,1,0,0,0,0,0,1,0,0,0,1
"Zhang Cheng felt lucky he did not take a nap as usual when the landslide destroyed his home in Nanyue village in Dujiangyan, Sichuan province, on Friday.  ""Because of the downpour, I became sleepless and fled in good time when a large mass of the landslide came down from the surrounding mountains,"" the 74-year-old told China Daily.  The downpour which struck Dujiangyan, a city battered in the magnitude-8.0 earthquake on May 12, 2008, killed one villager and stranded more than 5,000 people in the city's mountainous Longchi town and Hongkou township after it induced a landslide.",nan,5km,downpour,medium,unknown,landslide,2.0,0.0,nan,nan,nan,glc,2246.0,India,IN,40283.0,1,0,1,0,0,0,1,0,1,0,1
"A couple died in a landslide that hit their house in Ramban district of Jammu and Kashmir today. Rescuers, however, managed to save their three-year-old daughter from under the debris, a defence spokesman said. The house of Abdul Gani Khandey was hit by a landslide triggered by incessant rains at Kawanwas village in Ramban district, the spokesman said, adding that Khandey, his wife and their daughter were buried under the debris. ",Ramban,1km,rain,small,unknown,landslide,2.0,0.0,nan,nan,nan,glc,6024.0,India,IN,7317.0,1,0,0,0,0,0,0,0,0,0,1
"It was learned yesterday that a massive landslide cut off the main route between the Serengeti and the Ngorongoro Crater to Arusha at Mto Wa Mbu, the escarpment where the Lake Manyara National Park is located. Torrential rains, which are currently lashing parts of Eastern Africa, caused a major rock and soil slide, tearing the main road at sections, while covering it at others, and in the process apparently also killing several people and injuring others.As per the latest reports, hundreds of vehicles are already piling up at both sides of the landslide, with tourists stuck returning to Arusha at the end of their safari, while others are not able to reach the northern parks under the circumstances.","Mto Wa Mbu, Lake Manyara National Park",50km,downpour,medium,unknown,landslide,5.0,0.0,nan,nan,nan,glc,4070.0,Tanzania,TZ,17754.0,1,0,1,0,0,0,1,0,0,0,1
"Three villages in Elgeyo Marakwet County were plunged into mourning following a mudslide that killed 11 people and displaced 25 families early on Saturday. Five people died at Kapechei Location in the mudslide caused by a heavy downpour that started on Friday evening around 6pm and continued until Saturday morning.Four more people died in another mudslide at Kaptarakwa in Keiyo South while the other two died in Rokocho.Villagers were in a state of confusion as they wondered where they would spend the night, fearing that more rain would pound the area and set off more landslides.","Kaptarakwa, Kenya",25km,rain,large,unknown,landslide,4.0,0.0,nan,nan,nan,glc,4689.0,Kenya,KE,24661.0,1,0,0,0,0,0,0,1,0,0,1
"According to District Police Office, Kalpana Kalel, 10, killed when a landslide triggered by incessant rainfall buried the house of Hiralal Kalel in Syalapakhala VDC, Batasedanda of the district in the wee hours of Friday.",Syalapakhala VDC,50km,continuous_rain,medium,unknown,landslide,1.0,0.0,nan,nan,nan,glc,6516.0,Nepal,NP,5427.0,1,0,0,0,0,0,1,0,0,0,1
"(One of multiple landslides triggered by the same rainfall event. Locations estimated within the province. Date estimated within two days. Between the three events there are 10 dead, 55 injured and four missing.) Torrential rain in North Korea triggered landslides that left 10 dead, 55 injured, and four missing, the Korean Central News Agency said. ""Torrential rain pounded North Phyongan Province over the weekend, triggering landslides that left significant damage to residents and properties in the area,"" KCNAsaid Monday. In an effort to prevent damage from flooding and landslides in the region, the North Korean government has planted nearly 2 million trees to help stabilize the ground, which is primarily used for agriculture.","North Phyongan Province, North Korea",250km,downpour,unknown,unknown,unknown,4.0,20.0,nan,nan,nan,glc,9212.0,North Korea,KP,18001.0,1,0,1,0,0,0,0,0,0,0,0
"At least 28 people in northern India died on Friday in landslides and flashfloods triggered by heavy overnight monsoon rains and about a dozen others are missing, a rescue official told AFP. The deaths occurred in the early hours after particularly heavy downpours in the Rudraprayag and Bageshwar districts of the scenic Himalayan state of Uttarakhand, Piyush Rautela from the state disaster management cell told AFP. A total of 19 bodies had been discovered in four villages in Rudraprayag and nine other corpses were found in Bageshwar, Rautela said.We estimate that some 10 or 11 people are still buried under the rubble (in Rudraprayag),"" Rautela added as rescue workers scrambled to locate survivors.  Read more: http://india.nydailynews.com/newsarticle/50533f44c110c01e42000000/india-landslides-kill-28#ixzz2JtmhHbcs  Read more: http://india.nydailynews.com/newsarticle/50533f44c110c01e42000000/india-landslides-kill-28#ixzz2Jtmammbu  Read more: http://india.nydailynews.com/newsarticle/50533","Rudraprayag, Uttarakhand",5km,downpour,very_large,unknown,landslide,19.0,0.0,nan,nan,nan,glc,4550.0,India,IN,2571.0,1,0,1,0,0,0,0,1,0,0,1
"Apr 18,2011  New Delhi, Apr 18 (PTI) Five of a family perished in a landslide in Jammu and Kashmir as rains drenched parts of North India for the second day today pouring cool comfort on its residents. A landslide, triggered by torrential rains, struck Kundial village in mountainous Doda district in Jammu region early this morning killing five members of a family, police said.   -----  Five members of a family were killed and a 13-yr-old girl was critically injured when their house was hit by lanslides in the mountainous Doda district of Jammu and Kashmir, police here today said.  ""Five people of a family died and a teenage girl was injured when their house got buried under landslides in a remote village Bopa Pull of Kashtigarh area late last night at around 2345 hrs due to heavy rains,"" Mohan Lal, Superintendent of Police, told UNI this morning.","Kundial village(?) or Bopa Pull(?) of Kashtigarh(Kastigarh )(?) or Bhogal village(?), Doda district, Jammu",unknown,downpour,medium,unknown,landslide,5.0,0.0,nan,nan,nan,glc,3376.0,India,IN,17748.0,1,0,1,0,0,0,1,0,0,0,1
"Four members of a family died around 4:00am at South Rahmater Bill village while at the same time another person, son of Zafar Alam, died at the Dhamankhali village in Ukhia upazila in the landslides.",Dhamankhali village in Ukhia upazila,5km,downpour,medium,unknown,landslide,1.0,0.0,nan,nan,nan,glc,1977.0,Bangladesh,BD,253788.0,1,0,1,0,0,0,1,0,0,0,1
"Six Chinese workers were confirmed dead and nine others were missing after a landslide occurred in a Myanmar region bordering with southwest China's Yunan Province Monday morning, according to Chinese rescuers rushing to the scene.  The Myanmar side has asked for China's help to aid the rescue in Myitkyina, Myanmar, said Bi Lei, a spokeswoman of the city government of Baoshan, Yunnan.","mine near Myitkyina, near Baoshan in Yunnan Province of China, 3 km from the border",unknown,mining,medium,unknown,landslide,15.0,0.0,nan,nan,nan,glc,1813.0,Myanmar [Burma],MM,90894.0,0,0,0,0,0,0,1,0,0,0,1
"About 60 people are missing and six dead have been found after a landslide at a tea plantation in Indonesia's West Java province, a disaster relief agency official said Wednesday, as the military searched for survivors. The 300-metre-deep landslide, which took place Tuesday, has covered about 50 houses, a small tea factory, a mosque and a health centre in Ciwidey area, about 150 km (90 miles) southeast of the capital, Jakarta. Days of heavy rain prompted the landslide Tuesday at a mountainous tea plantation near the village of Tenjoljaya in Ciwidey district of West Java province. The mudslide, in the village of Pasirjambu in West Java, happened about 8 a.m. on Tuesday.","Ciwidey area, Tenjoljaya , Pasirjambu, Bandung,  West Java province",10km,downpour,very_large,unknown,landslide,44.0,0.0,nan,nan,nan,glc,1520.0,Indonesia,ID,150932.0,1,0,1,0,0,0,0,1,0,0,1
"occurred at an illegal gold mine, heavy rains and unsafe conditions triggered mudslide",Boussoukoula,25km,rain,large,unknown,mudslide,34.0,0.0,nan,nan,nan,glc,699.0,Burkina Faso,BF,6483.0,1,0,0,0,0,0,0,1,0,1,0
"one each in Petropolis, Paracambi, Mage and Nilopolis, authorities said.",Petropolis,10km,downpour,medium,unknown,mudslide,1.0,0.0,nan,nan,nan,glc,1625.0,Brazil,BR,272691.0,1,0,1,0,0,0,1,0,0,1,0
"A Filipino carries his child as they cross the collapsed Marcos highway in Tuba town, Benguet province, near Baguio City, northern Philippines, on Monday. The death toll from massive landslides and floods brought about by a typhoon in the northern Philippines climbed 300 as rescuers retrieved more bodies from the deluge. Over 40 landslides have decimated communities across the western half of the rugged Cordillera mountain range.","Lower Kitma, Marcos highway in Tuba town, Benguet province, near Baguio City ",5km,tropical_cyclone,medium,unknown,landslide,8.0,0.0,Tropical Depression Parma,nan,nan,glc,1223.0,Philippines,PH,272714.0,0,0,0,0,1,0,1,0,0,0,1
"Rescue efforts were underway on Wednesday following a landslide in southern Ethiopia that killed 42 people, police said.  Torrential rains in Wolaita, around 300 kilometres (195 miles) southwest of the capital Addis Ababa, wiped out roads and bridges, Cmdr. Endale Aberra, spokesman for the state police, told Anadolu Agency. He said a rescue and assessment team, led by the State Chief Dessie Dalke and Police Commissioner Fisseha Garedew, arrived in the region earlier on Wednesday. Merihun Fikru, a member of the regional emergency committee, said that rescue efforts were being hampered by damage to the roads. “Rescue operations have continued in an intensified manner,” he said. “The bodies of 32 victims have been recovered so far from the rubble and laid to rest.” Fikru said residents were being evacuated from the areas deemed most at risk from further landslides. Although Ethiopia is coping with the worst drought in 50 years, heavy rain have caused damage across the country.","Wolaita, Ethiopia",1km,downpour,large,unknown,landslide,42.0,0.0,nan,nan,nan,glc,9372.0,Ethiopia,ET,32997.0,1,0,1,0,0,0,0,1,0,0,1
"At least one person was injured while some 1,714 people were affected by a flash flood and landslide that hit Misamis Oriental last weekend, the National Disaster Risk Reduction and Management Council said early Monday. In its report, the NDRRMC said the flash flood and landslide occurred at 2 a.m. last Saturday in Balingasag, Claveria, Jasaan and Villanueva towns in Misamis Oriental. The NDRRMC said 374 families or 1,714 people were affected, while one Rudy Itom Janubas was injured. Some nine houses were destroyed while 365 were damaged in Balingasag, Jasaan, Villanueva, Claveria, Lagonglong and Tagoloan towns. On the other hand, the NDRRMC said a landslide eroded a portion of the road in Barangay Natubo in Jasaan, causing P540,000 in damage. Two spillways in Barangay Anle in Claveria were washed out, while crops in Barangays Gumaod and Cabacungan in Claveria and in Barangay Binitinan in Balingasag were damaged.","Claveria, Misamis Oriental",5km,downpour,medium,unknown,landslide,0.0,1.0,nan,nan,nan,glc,6180.0,Philippines,PH,7784.0,1,0,1,0,0,0,1,0,0,0,1
"MANILA, Philippines – The death toll from floods and landslides brought by a low pressure area that struck towns in Mindanao has risen to 23, based on reports from disaster response officials.At least 14 were also reported missing. Eight were killed in Davao Oriental, 6 of them killed in a landslide in Bangol, Tarragona: Ramil Legaspi, Niño Madindin, Alfredo Moses, Roy Baron, Misael Cabales, and Boy Arenas. The other two were killed in another landslide in Tagum City and flooding in Lupon town. Five were killed in Compostela Valley due to landslides or drowning. Among them was 2-year-old January Ann Aquino, who died of drowning in Babag, Monkayo, and 6-year-old Jenemae Gonzales, who died in a landslide in Mt Diwata, also in Monkayo. Six were killed in Dinagat Islands also because of landslides. Four were killed in Agusan Del Sur (1), Zamboanga Del Sur (2), and Zamboanga Del Norte (1).  ",Pan - Philippine Hwy Prosperidad,5km,tropical_cyclone,large,unknown,landslide,1.0,0.0,Agaton,nan,nan,glc,5774.0,Philippines,PH,28643.0,0,0,0,0,1,0,0,1,0,0,1
"Three people were found dead in a temple engulfed by mudslides that were triggered by a typhoon lashing the island, an official said Friday, warning that others might be buried under the debris.  Rescuers dug up three bodies, including two nuns, buried under the debris of Bai Yun Temple in Suao, a coastal town in the northeastern Ilan county, said an official at the local fire department.  Rescuers were not certain how many people might have been trapped in the temple as they continued to dig through the ruins but local media said about 10 people were reported missing in the area.","Bai Yun temple(?), Suao(Su-ao) township, Ilan(Yilan) county",25km,tropical_cyclone,medium,unknown,mudslide,9.0,0.0,Typhoon Megi,nan,nan,glc,2646.0,Taiwan,TW,94188.0,0,0,0,0,1,0,1,0,0,1,0
"Monday, 22 November 2010 15:16   Heavy rains over the weekend left eight people dead and many roads blocked by landslides in what has been a record-setting rainy season across Colombia.  Eight people were killed in the department of Caldas. Five bodies have been recovered in San Daniel in the municipality of Pensilvania, which lies four hours from Manizales, while one person also disappeared from that location. A 4-year-old child in El Aguacate in the municipality of Marquetalia was killed when a landslide hit his home. His parents and sister were injured and taken to the hospital. Two elderly women were also killed when a landslide hit their home in Montebonito in the municipality of Marulanda. The event occurred over the weekend (20-21).","El Aguacate(?), Marquetalia municipality, Caldas",25km,downpour,medium,unknown,landslide,1.0,0.0,nan,nan,nan,glc,2737.0,Colombia,CO,6224.0,1,0,1,0,0,0,1,0,1,0,1
3 others injured,"Kalahandi district of Orissa, Depur village",unknown,mining,medium,unknown,landslide,5.0,0.0,nan,nan,nan,glc,540.0,India,IN,64468.0,0,0,0,0,0,0,1,0,0,0,1
"The sub-divisional magistrate of Almora, Ajay Arora, along with eight others, was killed as rains and landslides lashed Uttarakhand on Wednesday. He was on a mission for reconstruction and relief in Kedarnath valley when the incident happened in river Mandakini. His body still could not be found and search operations are on. Amit Sinha, Deputy inspector general (headquarters) Sinha said that the police received information about his drowning at around 3:30pm. Several such incidents in different part of the state claimed several lives. Four members of a family were killed, swept by cloud bursts and landslides in a separate incident here. The State Disaster Management and Mitigation Center here said that 12 houses were damaged. IN an incident in Kapkot division of Bageshwar district, four persons were reportedly swept away in a cloudburst after their houses collapsed. Combing operations are still on while 3 persons were rescued from beneath the rubble.","Dehradun, Uttarakhand",10km,downpour,medium,unknown,landslide,4.0,0.0,nan,nan,nan,glc,5240.0,India,IN,27702.0,1,0,1,0,0,0,1,0,0,0,1
"Manila - At least 61 people were killed in back-to-back storms in the Philippines, which was bracing for another cyclone, a government agency said on Monday.  The Office of Civil Defence said four people were killed in the latest storm to have pummelled the country since Thursday.  Two of the fatalities from Typhoon Muifa drowned in the Manila Bay area while two were buried in landslides in the central island province of Bohol.  Muifa with maximum sustained winds of 175km/h and gusts of up to 210km/h did not make landfall but caused heavy rains.  The weather bureau said Muifa was located on Monday morning off the northernmost island of Batanes and was moving at nine kilometres per hour in the general direction of Okinawa, Japan.  A ferry sank on Sunday in the central Philippines after it was battered by huge waves, but all of its more than 100 passengers and crew were rescued, the Office of Civil Defence said.  The office said the death toll in Tropical Storm Nock-Ten, which hit the Ph",Bohol,unknown,downpour,medium,unknown,landslide,2.0,0.0,nan,nan,nan,glc,3856.0,Philippines,PH,2116.0,1,0,1,0,0,0,1,0,0,0,1
"Five members of a same family were killed in Siddheshwor-9, Baitadi after a landslide hit Ram Singh Eir's house.","Siddheshwor-9, Baitadi, Western Region",5km,rain,medium,unknown,landslide,5.0,0.0,nan,nan,nan,test,4937.0,Nepal,NP,47571.0,1,0,0,0,0,0,1,0,0,0,1
"Almost incessant rainfall since Monday wreaked havoc all over the country.  Till yesterday, nearly four lakh people in Bandarban remained disconnected from the rest of the country after the torrential rain caused landslides and floods in the hill district.  Many roads went under water and a worrisome number of families lost their homes to landslides after water in the Matamuhuri and Sangu rivers rose significantly above the danger level.  Our Chittagong correspondent reports: although road communication resumed in several parts of Bandarban yesterday, Bandarban Sadar remained totally detached.  The locals of Bandarban termed the downpour the ""all time heaviest"" and the aftermath ""unbelievable"".  The Met office recorded around 750mm of rain across the country yesterday with Bogra having the highest amount of rain, which was 216mm.  While the weather is expected to improve from today, reports of travel disruptions and floods poured in yesterday from all regions of the country.  Half ","Bandarban, Bangladesh",10km,rain,medium,unknown,landslide,2.0,0.0,nan,nan,nan,glc,3898.0,Bangladesh,BD,32523.0,1,0,0,0,0,0,1,0,1,0,1
"A mudslide caused by severe weather in Mexico has killed a mother and her five children, authorities say.  The incident happened on Thursday during heavy rains in the eastern state of Veracruz.  The 28-year-old mother and her children aged 12, 11, seven, three and 18 months, were killed in their sleep shortly after their home was hit by a landslide, said Ricardo Maza, the emergency response chief at the Veracruz civil protection agency.  The father, who was injured in the incident, helped in the desperate search for his family members, Maza added.  Heavy rains in Veracruz have caused damage to homes and businesses, and authorities are still trying to fully assess the damage done.  In recent years, Mexico has been hit hard by devastating weather that has triggered landslides.  Earlier this year, several people were killed by landslides in the central and eastern parts of the country.  In 2013, 101 people were killed and dozens more went missing after a landslide engulfed a whole village","Heroica Veracruz, Ver., Mexico",5km,downpour,large,unknown,landslide,6.0,1.0,nan,http://217.218.67.233/photo/20150917/88711436-0e18-4686-b5b0-975328e81942.jpg,nan,glc,8235.0,Mexico,MX,568313.0,1,0,1,0,0,0,0,1,1,0,1
"occurred 11am, 100 meters long, 50 meters wide, 2 meters thick","Daisekkei valley on the Hakubamura side, Mt. Shirouma in the Northern Japanese Alps",10km,unknown,medium,unknown,landslide,2.0,0.0,nan,nan,nan,glc,732.0,Japan,JP,9246.0,0,0,0,0,0,0,1,0,0,0,1
"100 people were killed or missing after landslides buried houses under thick mud across the Central Java province this week, unsure of exact date","Tawangmangu, Central Java",50km,rain,large,unknown,landslide,60.0,0.0,nan,nan,nan,glc,511.0,Indonesia,ID,50059.0,1,0,0,0,0,0,0,1,0,0,1
"Powerful landslides triggered by heavy rains killed at least 49 people, including six army personnel, on Tuesday in two southeastern districts of Cox’s Bazar and Bandarban.  In Cox’s Bazar, the mudslides occurred at different parts including the district town and Himchhari ECB camp, leaving 45 people dead.  Superintendent of Police Nibash Chandra Majhi said 31 people were killed in Teknaf, six in Ukhia, two in the district headquarters and six in the Himchhari army camp.  Of the army men buried under the mud, three bodies were recovered while search was going on for the rest, reports a correspondent from Cox’s Bazar.  Deputy Commissioner Md Gias Uddin Ahmed said they were urging people through loudhailers to evacuate the hilly areas. ",Cox's Bazar town,10km,downpour,medium,unknown,landslide,2.0,0.0,nan,nan,nan,glc,1972.0,Bangladesh,BD,253788.0,1,0,1,0,0,0,1,0,0,0,1
"KAILALI, Oct 8: Two girls were killed after being buried in a landslide at Sandepani in Kailai district on Friday.  Nirvik Rokaya, 18, and Navarata Raut, 17 were buried under the landslide while they were collecting red mud to paint their homes for the Dashain festival. Three other youths, who were injured in the incident, are receiving treatment at Kohalpur Medical College.","Sandepani VDC, or Sukhkhad village(?) of Darakh VDC, Kailali district",25km,downpour,medium,unknown,landslide,2.0,0.0,nan,nan,nan,glc,2571.0,Nepal,NP,44758.0,1,0,1,0,0,0,1,0,1,0,1
occurred in evening at an Equestrian club,Mexico City,50km,downpour,medium,unknown,mudslide,1.0,0.0,nan,nan,nan,glc,744.0,Mexico,MX,7182.0,1,0,1,0,0,0,1,0,0,1,0
"One of two landslides in Bilaipur triggered by the same rainfall event. Ten people were killed in landslides in Karimganj and Hailakandi districts in Barak Valley in Assam on Wednesday following incessant rains. In neighbouring Hailakandi district, two incidents of landslide killed four persons at Bilaipur and a six-year old boy at Ramchandi area, police officials said. The debris fell on two houses where the victims were sleeping early in the morning, they said. NDRF and police have been engaged in rescue and relief operations.","Bilaipur, Hailakandi district, Assam, India",1km,continuous_rain,unknown,unknown,landslide,2.0,0.0,nan,nan,nan,glc,9334.0,India,IN,10942.0,1,0,0,0,0,0,0,0,0,0,1
"At least five persons, including two women, were killed on Friday, while five others remained missing in a landslip that buried several houses in Arunachal Pradesh’s West Kameng district, which is being lashed by torrential rain.  The landslip occurred when a small hillock near the Old Inspection Bungalow caved in and buried several houses in Bhalukpong town, West Kameng district Superintendent of Police A. Koan said. While five bodies were retrieved from the debris, five others were still missing as rescue operation had to be suspended due to darkness.  Three rescued  The SP, who is camping at Bhalukpong to supervise rescue operations, said torrential rain in the past couple of days have triggered flood-like situation in the town bordering Assam.         Three persons have been rescued from the debris, but they have sustained serious injuries, he said.","Old Inspection Bungalow, Bhalukpong town, West Kameng, Arunachal Pradesh, India",1km,downpour,large,unknown,landslide,5.0,3.0,nan,nan,nan,glc,8237.0,India,IN,18739.0,1,0,1,0,0,0,0,1,0,0,1
"The incident happened as the workers were working on putting up a retaining wall. Heavy rain caused the landslide which in turn caused the part-built wall to collapse. The 20-year-old man, named only as Sudlai, and five of his co-workers got trapped under a landslide that occurred while they were working at the Patong Bay Hill construction site. Sudlai was announced dead at the scene while the other men were taken to Patong hospital for treatment.",Patong Bay Hill construction site,exact,downpour,medium,urban,landslide,1.0,5.0,nan,nan,nan,glc,6981.0,Thailand,TH,14797.0,1,0,1,0,0,0,1,0,0,0,1
